"Time (s)","Pressure (hPa)"
1.118251362E2,1.007743835E3
1.118651385E2,1.007785828E3
1.119051421E2,1.007809998E3
1.119455925E2,1.007818787E3
1.119851484E2,1.007813416E3
1.120251369E2,1.007823669E3
1.120651686E2,1.007842957E3
1.121057670E2,1.007882263E3
1.121451498E2,1.007914246E3
1.121851398E2,1.007947937E3
1.122253603E2,1.008027039E3
1.122651540E2,1.008137634E3
1.123051345E2,1.008270935E3
1.123451355E2,1.008402771E3
1.123854549E2,1.008534607E3
1.124252239E2,1.008654724E3
1.124651482E2,1.008738953E3
1.125056572E2,1.008686462E3
1.125451412E2,1.008517517E3
1.125851356E2,1.008306824E3
1.126251429E2,1.008119812E3
1.126651372E2,1.007960144E3
1.127061087E2,1.007856384E3
1.127451350E2,1.007784363E3
1.127851441E2,1.007737000E3
1.128261538E2,1.007712830E3
1.128651547E2,1.007708435E3
1.129051423E2,1.007734070E3
1.129451353E2,1.007776550E3
1.129851361E2,1.007831970E3
1.130251580E2,1.007859802E3
1.130651455E2,1.007845398E3
1.131051512E2,1.007835876E3
1.131461076E2,1.007828308E3
1.131851600E2,1.007842224E3
1.132251466E2,1.007866394E3
1.132651402E2,1.007893250E3
1.133051427E2,1.007925232E3
1.133451356E2,1.007939636E3
1.133855466E2,1.007942810E3
1.134261992E2,1.007955750E3
1.134651360E2,1.007972107E3
1.135051359E2,1.007966736E3
1.135451422E2,1.007970642E3
1.135851649E2,1.007974792E3
1.136251495E2,1.007993835E3
1.136651362E2,1.008019958E3
1.137051477E2,1.008032410E3
1.137451360E2,1.008028748E3
1.137851585E2,1.008014099E3
1.138256090E2,1.007999939E3
1.138657371E2,1.007978943E3
1.139051374E2,1.007982605E3
1.139451478E2,1.007996521E3
1.139851417E2,1.008009949E3
1.140251406E2,1.008020447E3
1.140651357E2,1.008024353E3
1.141051384E2,1.008022644E3
1.141451413E2,1.008017029E3
1.141851426E2,1.008008728E3
1.142251458E2,1.008000671E3
1.142657383E2,1.007990662E3
