"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
8.696944504E1,-3.247060299E0,7.867600918E0,2.584248483E-1
8.698611170E1,-2.983849764E0,7.362715244E0,5.790630579E-1
8.700277837E1,-3.010170937E0,7.764709473E0,1.375872970E0
8.701944503E1,-2.768495798E0,9.836894035E0,5.024927258E-1
8.703611170E1,-3.117847919E0,1.084427261E1,5.048855543E-1
8.705277837E1,-3.701696634E0,1.060020447E1,2.703889608E-1
8.706944503E1,-2.038684845E0,1.038485050E1,8.614161611E-1
8.708611170E1,-7.752745152E-1,1.036810017E1,7.322037220E-1
8.710277836E1,-4.689932466E-1,1.051167011E1,1.306481123E0
8.711944503E1,-7.752745152E-1,1.079162979E1,4.929214716E-1
8.713611170E1,-2.088934183E0,1.118883896E1,-7.800601721E-1
8.715277836E1,-4.199403763E0,1.096391296E1,5.407779217E-1
8.716944503E1,-5.958128452E0,1.086102200E1,2.203789711E0
8.718611169E1,-7.716853142E0,1.059541893E1,2.974278450E0
8.720277836E1,-6.750152588E0,1.115055370E1,1.064806104E0
8.721944503E1,-5.766702652E0,1.072941685E1,-1.435693651E-1
8.723611169E1,-4.644468784E0,9.674181938E0,1.770688742E-1
8.725277836E1,-3.440878868E0,8.951549530E0,-7.657032460E-2
8.726944502E1,-1.854437590E0,8.456234932E0,3.397808075E-1
8.728611169E1,-6.364908218E-1,7.606783390E0,4.450650215E-1
8.730277836E1,-3.565305769E-1,5.206781864E0,-2.273181528E-1
8.731944502E1,-1.914258115E-2,2.249253273E0,-9.332008660E-2
8.733611169E1,-4.019941986E-1,2.739781857E0,4.019941986E-1
8.735277835E1,-3.230310678E-1,3.586841106E0,1.191625714E0
8.736944502E1,-1.488335729E0,2.730210543E0,1.060020447E0
8.738611169E1,-7.609176040E-1,2.254039049E0,1.689332843E0
8.740277835E1,-3.259024382E0,1.768295884E0,1.239482164E0
8.741944502E1,-4.268795490E0,3.354737282E0,1.131805062E0
8.743611168E1,-5.142175674E0,5.737988472E0,9.523434043E-1
8.745277835E1,-4.560719967E0,9.879964828E0,5.862415433E-1
8.746944502E1,-4.321437836E0,1.138983536E1,1.328016520E0
8.748611168E1,-4.046263218E0,1.215553856E1,-5.096712112E-1
8.750277835E1,-4.055834293E0,1.463928890E1,-3.828516304E-1
8.751944501E1,-5.460421085E0,1.468235970E1,8.877372146E-1
8.753611168E1,-6.740581512E0,1.092562866E1,-8.614161611E-2
8.755277835E1,-5.910272121E0,8.449056625E0,-4.785645381E-2
8.756944501E1,-4.039084435E0,8.035098076E0,6.340979934E-1
8.758611168E1,-3.720839262E0,8.149953842E0,1.191625714E0
8.760277834E1,-2.435893536E0,9.908679008E0,3.637090325E-1
8.761944501E1,-1.330409408E0,1.279202938E1,3.134597540E-1
8.763611168E1,-1.507478237E0,1.544567013E1,1.229910851E0
8.765277834E1,-1.239482164E0,1.147837067E1,2.651247501E0
8.766944501E1,-1.052842021E0,7.355536938E0,2.105684042E0
8.768611167E1,-1.426122308E0,5.893522263E0,2.962314367E0
8.770277834E1,-3.077169895E0,5.292923450E0,2.029113531E0
8.771944501E1,-1.651047587E0,8.145168304E0,4.546363056E-1
8.773611167E1,-7.298108935E-1,1.031306553E1,-1.576870084E0
8.775277834E1,-1.734796405E0,1.189950657E1,-8.853443861E-1
8.776944500E1,-1.416550994E0,1.183490086E1,1.698904037E0
