"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
4.684986902E0,-1.027245522E0,-2.506301880E0,6.139954329E-1
4.701653568E0,-1.027245522E0,-2.506301880E0,6.139954329E-1
4.718320234E0,-1.027245522E0,-2.506301880E0,6.139954329E-1
4.734986900E0,-6.719512492E-2,3.200931549E-1,-7.923679948E-1
4.751653566E0,1.321758628E-1,1.423314959E-1,-1.001741886E0
4.768320232E0,2.245691717E-1,2.097556889E-1,-8.830050230E-1
4.784986898E0,2.245691717E-1,2.097556889E-1,-8.830050230E-1
4.801653564E0,2.245691717E-1,2.097556889E-1,-8.830050230E-1
4.818320230E0,2.245691717E-1,2.097556889E-1,-8.830050230E-1
4.834986896E0,2.245691717E-1,2.097556889E-1,-8.830050230E-1
4.851653562E0,5.754346251E-1,1.630398154E0,-8.424589038E-1
4.868320228E0,5.754346251E-1,1.630398154E0,-8.424589038E-1
4.884986894E0,5.754346251E-1,1.630398154E0,-8.424589038E-1
4.901653560E0,1.921933293E-1,-3.385718167E-1,2.191477455E-2
4.918320226E0,1.921933293E-1,-3.385718167E-1,2.191477455E-2
4.934986892E0,5.231293440E-1,-9.919680357E-1,3.891972303E-1
4.951653558E0,5.231293440E-1,-9.919680357E-1,3.891972303E-1
4.968320224E0,-1.514944583E-1,-2.090302944E0,2.100229502E0
4.984986890E0,-1.514944583E-1,-2.090302944E0,2.100229502E0
5.001653556E0,-1.514944583E-1,-2.090302944E0,2.100229502E0
5.018320222E0,-1.377271056E0,-1.024801970E0,5.851397514E0
5.034986888E0,-1.377271056E0,-1.024801970E0,5.851397514E0
5.051653554E0,-9.592867494E-1,-4.460305691E0,3.408319950E0
5.068320220E0,-9.592867494E-1,-4.460305691E0,3.408319950E0
5.084986886E0,2.135736048E-1,-3.535379842E-2,1.238528371E0
5.101653552E0,2.135736048E-1,-3.535379842E-2,1.238528371E0
5.118320218E0,2.135736048E-1,-3.535379842E-2,1.238528371E0
5.134986884E0,-2.439641207E-1,4.231765866E-1,1.182023361E-1
