"Time (s)","Pressure (hPa)"
3.398911816E2,1.000763123E3
3.399308005E2,1.000758972E3
3.399707850E2,1.000688171E3
3.400116082E2,1.000660583E3
3.400507985E2,1.000747742E3
3.400907988E2,1.000733826E3
3.401307845E2,1.000797546E3
3.401708020E2,1.000796570E3
3.402107876E2,1.000758972E3
3.402508468E2,1.000707214E3
3.402908134E2,1.000830261E3
3.403313170E2,1.000797302E3
3.403708022E2,1.000778992E3
3.404107857E2,1.000933044E3
3.404514107E2,1.001019958E3
3.404907991E2,1.001010681E3
3.405312572E2,1.000967468E3
3.405708016E2,1.000849060E3
3.406108076E2,1.000814148E3
3.406507855E2,1.000746277E3
3.406908038E2,1.000676453E3
3.407307988E2,1.000636658E3
3.407710190E2,1.000755798E3
3.408107845E2,1.000731140E3
3.408507860E2,1.000758240E3
3.408908135E2,1.000803162E3
3.409307983E2,1.000841492E3
3.409712122E2,1.000773865E3
3.410108008E2,1.000830261E3
3.410507999E2,1.000845886E3
3.410908012E2,1.000771667E3
3.411307990E2,1.000947937E3
3.411707997E2,1.001116394E3
3.412107856E2,1.001083191E3
3.412507982E2,1.000985046E3
3.412907875E2,1.000831238E3
3.413307994E2,1.000746277E3
3.413708015E2,1.000668884E3
3.414112382E2,1.000611023E3
3.414508025E2,1.000619080E3
3.414908005E2,1.000690613E3
3.415317233E2,1.000645691E3
3.415707997E2,1.000666199E3
3.416108013E2,1.000675964E3
3.416511165E2,1.000653259E3
3.416908074E2,1.000696472E3
3.417307858E2,1.000803162E3
3.417708078E2,1.000728699E3
3.418108074E2,1.000848328E3
3.418507879E2,1.001154724E3
3.418908028E2,1.001147400E3
3.419307860E2,1.001172058E3
3.419713750E2,1.001116638E3
3.420107988E2,1.000925476E3
3.420508116E2,1.000832947E3
3.420907981E2,1.000753845E3
3.421308001E2,1.000666931E3
3.421707871E2,1.000614685E3
3.422107994E2,1.000754822E3
3.422508034E2,1.000738464E3
3.422908018E2,1.000699646E3
3.423314617E2,1.000832703E3
3.423707886E2,1.000806091E3
3.424111904E2,1.000755798E3
3.424508002E2,1.000743347E3
3.424909456E2,1.000834900E3
3.425308010E2,1.000757019E3
3.425707854E2,1.000855896E3
3.426107987E2,1.001135193E3
3.426507988E2,1.001093445E3
3.426907988E2,1.001069275E3
3.427307254E2,1.001004333E3
3.427707845E2,1.000855408E3
3.428112335E2,1.000770935E3
3.428507991E2,1.000692810E3
3.428907995E2,1.000638611E3
3.429324629E2,1.000751892E3
3.429708073E2,1.000826843E3
3.430107846E2,1.000756042E3
3.430507996E2,1.000724792E3
3.430907987E2,1.000858582E3
3.431307981E2,1.000793640E3
3.431709953E2,1.000742371E3
3.432107990E2,1.000862488E3
3.432507870E2,1.000791443E3
3.432908254E2,1.000835144E3
3.433307994E2,1.001085632E3
3.433711996E2,1.001026062E3
3.434108994E2,1.001026550E3
3.434507871E2,1.000973328E3
3.434914088E2,1.000841492E3
3.435308045E2,1.000770691E3
3.435710258E2,1.000738708E3
3.436107990E2,1.000708923E3
3.436507988E2,1.000719421E3
3.436907821E2,1.000819519E3
3.437308021E2,1.000766541E3
3.437708131E2,1.000746765E3
3.438107853E2,1.000878601E3
3.438507853E2,1.000836365E3
3.438907873E2,1.000770447E3
3.439311881E2,1.000879822E3
3.439708043E2,1.000879089E3
3.440109751E2,1.000813171E3
3.440507991E2,1.001026062E3
3.440907990E2,1.001053894E3
3.441308124E2,1.001035583E3
3.441707991E2,1.000993835E3
3.442108025E2,1.000906677E3
3.442509863E2,1.000790710E3
3.442908041E2,1.000776062E3
3.443307843E2,1.000705994E3
3.443709613E2,1.000655945E3
3.444108083E2,1.000772156E3
3.444512145E2,1.000841492E3
3.444908146E2,1.000783630E3
3.445307851E2,1.000787537E3
3.445711237E2,1.000788513E3
3.446108018E2,1.000746765E3
3.446507838E2,1.000755798E3
3.446907840E2,1.000836609E3
3.447307865E2,1.000789490E3
3.447707852E2,1.000864197E3
3.448107988E2,1.001166687E3
3.448507845E2,1.001113708E3
3.448907859E2,1.001053406E3
3.449307848E2,1.000999207E3
3.449707847E2,1.000888611E3
3.450108052E2,1.000854919E3
3.450508006E2,1.000797302E3
3.450909949E2,1.000746033E3
3.451307984E2,1.000717224E3
3.451707988E2,1.000876404E3
3.452107984E2,1.000842468E3
3.452508053E2,1.000792664E3
3.452907985E2,1.000908875E3
3.453308078E2,1.000857117E3
3.453708016E2,1.000794861E3
3.454107874E2,1.000929382E3
3.454511073E2,1.000860535E3
3.454908025E2,1.000959412E3
3.455311736E2,1.001019958E3
3.455708008E2,1.001003113E3
3.456108091E2,1.000976746E3
3.456507855E2,1.000914734E3
3.456907986E2,1.000828796E3
3.457307988E2,1.000788757E3
3.457709291E2,1.000725525E3
3.458107839E2,1.000681091E3
3.458507873E2,1.000738708E3
3.458908430E2,1.000793152E3
3.459307986E2,1.000744324E3
3.459709181E2,1.000777527E3
3.460107980E2,1.000797791E3
3.460508072E2,1.000771912E3
3.460916232E2,1.000853699E3
3.461307979E2,1.000888123E3
3.461707989E2,1.000830017E3
