"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
6.209493268E0,1.704312712E-1,3.283398226E-2,2.483547211E0
6.226159934E0,-5.558869615E-2,1.067028046E0,2.495153666E0
6.242826600E0,-2.565632164E-1,8.269581795E-1,2.244088173E0
6.259493266E0,-1.417206228E-1,8.416189551E-1,1.740124702E0
6.276159932E0,-5.448913574E-1,9.075923562E-1,1.127427340E0
6.292826598E0,-5.748237371E-1,1.175761938E0,9.453896284E-1
6.309493264E0,-2.834412456E-1,3.547597229E-1,8.946878314E-1
6.326159930E0,1.166751757E-1,-2.506072819E-1,5.709294677E-1
6.342826596E0,2.254091054E-1,-4.405862093E-1,6.869937778E-1
6.359493262E0,3.408625424E-1,4.016435891E-2,1.233106971E0
6.376159928E0,1.765399277E-1,6.858484149E-1,2.453614712E0
6.392826594E0,-3.219257295E-1,9.228639603E-1,2.514701128E0
