"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
6.074629972E0,1.853211075E-1,-2.290590286E0,-6.184547901E0
6.091296638E0,2.079230994E-1,-4.087754250E0,-3.787514448E0
6.107963304E0,4.369973838E-1,-3.338834286E0,-8.675807118E-1
6.124629970E0,4.369973838E-1,-3.338834286E0,-8.675807118E-1
6.141296636E0,-6.558396816E-1,-2.535547018E0,1.906356215E0
6.157963302E0,-2.157345295E0,-1.502574682E0,2.157421589E0
6.174629968E0,-2.311894178E0,5.450441241E-1,1.960723281E0
6.191296634E0,-2.311894178E0,5.450441241E-1,1.960723281E0
6.207963300E0,-1.073060393E0,1.715461016E0,2.271042585E0
6.224629966E0,6.009382382E-2,1.996458769E0,2.195295334E0
6.241296632E0,1.101847365E-1,2.378249407E0,1.588706613E0
6.257963298E0,1.101847365E-1,2.378249407E0,1.588706613E0
6.274629964E0,-4.438696206E-1,1.824805856E0,4.219548404E-1
6.291296630E0,-4.976257086E-1,4.143190384E-1,1.831067204E-1
6.307963296E0,-2.135736048E-1,-1.898262352E-1,8.597921580E-2
6.324629962E0,-2.135736048E-1,-1.898262352E-1,8.597921580E-2
6.341296628E0,4.180605710E-1,-1.574503928E-1,1.165224537E-1
6.357963294E0,4.308887422E-1,-7.177661173E-3,2.916879393E-2
6.374629960E0,4.308887422E-1,-7.177661173E-3,2.916879393E-2
6.391296626E0,1.804341823E-1,-7.864884287E-2,-3.159697950E-1
6.407963292E0,2.396880686E-1,-1.782197952E-1,-3.611738086E-1
6.424629958E0,3.117701113E-1,-3.651444316E-1,-3.935496211E-1
6.441296624E0,3.117701113E-1,-3.651444316E-1,-3.935496211E-1
6.457963290E0,1.834885031E-1,-3.773617148E-1,-4.845684767E-1
6.474629956E0,1.798233241E-1,1.333212405E-1,-6.562215090E-1
